Artist;Top Track;Popularity;Genre;Image-URL-L
Academic Dishonesty;Smoke Break;16;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2730d7d9237cdd46c937b989970
Academic Dishonesty;Rise Up;16;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2739f589e14c4c71205a26e0e44
Academic Dishonesty;One Less;16;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273e20d7f4ad10d5167b1d4639f
Mongoose;Unsigned Hype;25;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2737fe05ebe519ca97e37fbb9aa
Mongoose;Get It Going;25;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d00001e02193194065766f12c751a6834
Mongoose;M I A;25;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27377c2f64c2e19718d6b146f16
Mongoose;Ain't Shit;25;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d00001e02a1f9cce06ad994fbf243ba36
Mongoose;Crazy Jungle;25;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d00001e02ce74a77449a161f2a26ef2c8
Tammy ATQ;Pictures.;13;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2733bb7abed64b65fe8acc9e2b2
Tammy ATQ;WHAT CAN A MAN DO;13;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d00001e0207a439383fe903258e9b743c
Tammy ATQ;FIND MYSELF;13;Hip Hop/ Rap;https://seeded-session-images.scdn.co/v1/img/artist/6fzhU5LGsCONS7rCLf7w45/en
Tammy ATQ;NO ANGELS;13;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273d4bb8428926ee6c10bec85d2
Tammy ATQ;BACK IN THE DAYS;13;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d00001e02fc44ae10580312ef8374772d
Benny Mails;These Days (feat. Kasien);28;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27309d4d0d84d41f9a120d4abca
Benny Mails;FUCK IT;28;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d00001e029d6cdc77b5bca7a195079872
Benny Mails;Solace;28;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273a6173bea30fc00adb3f018f6
Benny Mails;Aware (feat. Marika Hackman);28;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27366362179e54ca5236c54fcf4
Benny Mails;Mantra;28;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27366362179e54ca5236c54fcf4
Stress The White Boy;Danger Hour (feat. Capo);12;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273a0bc2f6cdf07fd518373d312
Stress The White Boy;Blowing My Mind (feat. Freddy Madball);12;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273a0bc2f6cdf07fd518373d312
Stress The White Boy;Prisoners (feat. Outerspace);12;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273a0bc2f6cdf07fd518373d312
Stress The White Boy;Award Tour 2011 (feat. Livin);12;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d00001e02a918a1388a696e5583f7bd67
Stress The White Boy;Driftin' (feat. Brainstorm);12;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273a0bc2f6cdf07fd518373d312
Eminem;Mockingbird;94;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27384e8c28177cc2efec3514f42
Eminem;Without Me;94;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4
Eminem;The Real Slim Shady;94;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42
Eminem;"Lose Yourself - From ""8 Mile"" Soundtrack";94;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27352ab2c1657a3e548ff021411
Eminem;Superman;94;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4
Loyle Carner;Damselfly;69;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27398ccb0cb6323cab21090467b
Loyle Carner;Ottolenghi;69;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273688ecb3c146dc118928328bd
Loyle Carner;Let It Go;69;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2736808dfb78c4b4febb31df869
Loyle Carner;Ice Water;69;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273b8fc4ee31953f1133106d64a
Loyle Carner;Speed Of Plight;69;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2730d7bd8c43a71910b53126b09
Kendrick Lamar;Money Trees;91;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273d28d2ebdedb220e479743797
Kendrick Lamar;All The Stars (with SZA);91;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273c1a0ccc389f263d63d39175f
Kendrick Lamar;family ties (with Kendrick Lamar);91;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273163028c67a1f4a7c0e83a715
Kendrick Lamar;HUMBLE.;91;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273c6c3f24d810cac99dc40cbaa
Kendrick Lamar;LOVE. FEAT. ZACARI.;91;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699
50 Cent;In Da Club;85;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273f7f74100d5cc850e01172cbf
50 Cent;Candy Shop;85;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2737724b638715f530bfb6f06d0
50 Cent;P.I.M.P.;85;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273b544685b164bae7d53e98c1e
50 Cent;Many Men (Wish Death);85;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273ad676742b4c5ff126050ab90
50 Cent;21 Questions;85;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273f43ef912636786295938fb99
G-Eazy;Him & I (with Halsey);77;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d00001e02213ada56b58bf2dc8fdf28bf
G-Eazy;Me, Myself & I;77;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d00001e0244e8ed946fe5f5de126ee3c0
G-Eazy;No Limit;77;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27330e1314399055d25579f7ae3
G-Eazy;I Mean It (feat. Remo);77;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273bdfe4efd674482cf5ac88c99
G-Eazy;Still Be Friends (feat. Tory Lanez & Tyga);77;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2730a70f97365dec77a1a86b785
J. Cole;on the street (with J. Cole);89;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2735e8286ff63f7efce1881a02b
J. Cole;No Role Modelz;89;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
J. Cole;Wet Dreamz;89;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
J. Cole;MIDDLE CHILD;89;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2737f37a4001ae7d8be430bd91b
J. Cole;Work Out;89;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27399da48a530f6ca2ef86da3cc
Drake;Rich Flex;98;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
Drake;Jimmy Cooks (feat. 21 Savage);98;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37
Drake;WAIT FOR U (feat. Drake & Tems);98;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214
Drake;One Dance;98;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27382e3e6968e73ec00a9f7861b
Drake;God's Plan;98;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5
Travis Scott;Trance (with Travis Scott & Young Thug);92;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
Travis Scott;Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage];92;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
Travis Scott;goosebumps;92;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273f54b99bf27cda88f4a7403ce
Travis Scott;Pussy & Millions (feat. Travis Scott);92;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d00001e028dc0d801766a5aa6a33cbe37
Travis Scott;SICKO MODE;92;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3
Kanye West;Heartless;93;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18
Kanye West;Ni**as In Paris;93;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273bf2d62374f877d312b34e67a
Kanye West;Bound 2;93;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9
Kanye West;Flashing Lights;93;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273675561f3defd1d5a551936a8
Kanye West;Father Stretch My Hands Pt. 1;93;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4
Cardi B;WAP (feat. Megan Thee Stallion);83;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273c450c89d3eb750d3535b0a0c
Cardi B;I Like It;83;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27337422e424f7e93330acc5719
Cardi B;Tomorrow 2 (with Cardi B);83;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273b987e8ad764cfb7e18337322
Cardi B;Up;83;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273199f2f07a9be49f2c930299a
Cardi B;DESPECHÁ RMX;83;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273004be8772c8f598c58d71f72
Ganser;People Watching;17;Rock;https://i.scdn.co/image/ab67616d0000b273fd55aced4b39cb1a4d7e2210
Ganser;Avoidance;17;Rock;https://i.scdn.co/image/ab67616d0000b2730a78b6189c893595d32bd34a
Ganser;Projector;17;Rock;https://f4.bcbits.com/img/a0121411651_10.jpg
Ganser;What Me Worry?;17;Rock;https://i.scdn.co/image/ab67616d0000b273fd55aced4b39cb1a4d7e2210
Ganser;Lucky;17;Rock;https://i.scdn.co/image/ab67616d0000b273d4c89feb97bb89b91348d5b0
Control Top;Type A;13;Rock;https://i.scdn.co/image/ab67616d0000b2730902841c66885129e42a733a
Control Top;Covert Contracts;13;Rock;https://i.scdn.co/image/ab67616d0000b273a60743ad03407beae8631ff5
Control Top;Office Rage;13;Rock;https://i.scdn.co/image/ab67616d0000b273b74bd75c7f459f4e7be1b89d
Control Top;Chain Reaction;13;Rock;https://i.scdn.co/image/ab67616d0000b273b74bd75c7f459f4e7be1b89d
Control Top;One Good Day;13;Rock;https://i.scdn.co/image/ab67616d0000b27352e796b55f2ab08e8a343d1d
Downtown Boys;Dancing In The Dark;19;Rock;https://i.scdn.co/image/ab67616d0000b273cc91b152869142b583c16369
Downtown Boys;A Wall;19;Rock;https://i.scdn.co/image/ab67616d0000b27307a83d22b0a1af35696d236f
Downtown Boys;L’Internationale;19;Rock;https://f4.bcbits.com/img/a2563784926_10.jpg
Downtown Boys;Monstro;19;Rock;https://i.scdn.co/image/ab67616d0000b273039df39b22f18b6d084237c5
Downtown Boys;Wave Of History;19;Rock;https://i.scdn.co/image/ab67616d0000b273039df39b22f18b6d084237c5
The Paranoyds;Heather Doubtfire;29;Rock;https://i.scdn.co/image/ab67616d0000b2733c0c7851836f8beb2ad4e3e0
The Paranoyds;BWP;29;Rock;https://i.scdn.co/image/ab67616d0000b273ecbfb0e34bc620be852345aa
The Paranoyds;Face First;29;Rock;https://i.scdn.co/image/ab67616d00001e027030cb2d87f4c559746db963
The Paranoyds;Lizzie;29;Rock;https://i.scdn.co/image/ab67616d0000b2736769e661a327f29c80eb0afd
The Paranoyds;Single Origin Experience;29;Rock;https://i.scdn.co/image/ab67616d0000b2736769e661a327f29c80eb0afd
Gauche;Pay Day;8;Rock;https://i.scdn.co/image/ab67616d0000b2738a3cd9cd8324d0b517d593a0
Gauche;Flash;8;Rock;https://i.scdn.co/image/ab67616d00001e027013d679fadfda213c31e37b
Gauche;Running;8;Rock;https://i.scdn.co/image/ab67616d00001e02060fd532bfd2d2e9b74ff0b2
Gauche;Cycles;8;Rock;https://i.scdn.co/image/ab67616d00001e02d27e8f1ffe26e7291d2c1119
Gauche;Conspiracy Theories;8;Rock;https://i.scdn.co/image/ab67616d0000b2737013d679fadfda213c31e37b
Haterade;LIKE A BOSS;30;Rock;https://i.scdn.co/image/ab67616d0000b2737d16f76a6b0e912dc56048bc
Haterade;Beast (feat. Young Lyxx);30;Rock;https://i.scdn.co/image/ab67616d00001e027077f17a106a3396054c52b8
Haterade;Friends Don't Lie;30;Rock;https://i.scdn.co/image/ab67616d00001e02b64935f2166264d7a36febf6
Haterade;Heartbroken - Haterade Remix;30;Rock;https://i.scdn.co/image/ab67616d0000b27300a3467a0f309753259da907
Haterade;Smash;30;Rock;https://i.scdn.co/image/ab67616d0000b273be943b3421df572cf6cbce01
Infinity Crush;Happy Hour;24;Rock;https://i.scdn.co/image/ab67616d0000b273cf87f74d40c0c7bf13a0a37c
Infinity Crush;demolition derby;24;Rock;https://i.scdn.co/image/ab67616d0000b273a8b206da1d1770e39acd4f77
Infinity Crush;Tiny Souls in My Eyelashes;24;Rock;https://i.scdn.co/image/ab67616d0000b2737e6318c797a887f8bb837f7d
Infinity Crush;myth;24;Rock;https://i.scdn.co/image/ab67616d0000b2737e6318c797a887f8bb837f7d
Infinity Crush;hymn;24;Rock;https://i.scdn.co/image/ab67616d0000b2737e6318c797a887f8bb837f7d
Harmony Woods;Speckled;20;Rock;https://i.scdn.co/image/ab67616d0000b27366386f23e5b66627c2dad772
Harmony Woods;Jenkintown-Wyncote;20;Rock;https://i.scdn.co/image/ab67616d00001e02ff08b76b23200cfe43d14f0e
Harmony Woods;The Best Things;20;Rock;https://i.scdn.co/image/ab67616d0000b2738119cade0bbeaa1ad19ee89a
Harmony Woods;Negro y Azul;20;Rock;https://i.scdn.co/image/ab67616d0000b2738119cade0bbeaa1ad19ee89a
Harmony Woods;Vignette #1;20;Rock;https://i.scdn.co/image/ab67616d00001e028971fb4bdfdad18ffdaacebc
Rockettothesky;Grizzly Man;22;Rock;https://i.scdn.co/image/ab67616d0000b273162fbca60064086569066876
Rockettothesky;Barrie for Billy Mackenzie;22;Rock;https://i.scdn.co/image/ab67616d0000b2734b4dd965f012b150c1f91fb3
Rockettothesky;A Flock of Chestshire Cats;22;Rock;https://is5-ssl.mzstatic.com/image/thumb/Music/4d/18/31/mzi.bmsqjnpn.jpg/1200x1200bf-60.jpg
Rockettothesky;Cigars;22;Rock;https://is5-ssl.mzstatic.com/image/thumb/Music/4d/18/31/mzi.bmsqjnpn.jpg/1200x1200bf-60.jpg
Rockettothesky;Mothering Silence;22;Rock;https://i.scdn.co/image/ab67616d0000b273162fbca60064086569066876
Graveland;Black Metal War!;29;Rock;https://i.scdn.co/image/ab67616d0000b273d777b88524693399f6f5f98e
Graveland;Black Metal War;29;Rock;https://i.scdn.co/image/ab67616d0000b273d777b88524693399f6f5f98e
Graveland;Outro;29;Rock;https://i.scdn.co/image/ab67616d0000b273f22781b45e6119e976627227
Graveland;Blood on my Sword;29;Rock;https://i.scdn.co/image/ab67616d0000b273ecebfdeb9cbb54616933f4cb
Graveland;Intro;29;Rock;https://i.scdn.co/image/ab67616d0000b273ecebfdeb9cbb54616933f4cb
Jeff Rosenstock;Nausea;52;Rock;https://i.scdn.co/image/ab67616d0000b27305bab2a665f2d34ddc8667c8
Jeff Rosenstock;Pash Rash;52;Rock;https://i.scdn.co/image/ab67616d0000b2734ca6a1219d7c3a9857b839f1
Jeff Rosenstock;You, In Weird Cities;52;Rock;https://i.scdn.co/image/ab67616d0000b2739778dccd1c10554695e91f59
Jeff Rosenstock;9-Oct;52;Rock;https://i.scdn.co/image/ab67616d0000b27336688823602019a100d4935c
Jeff Rosenstock;We Begged 2 Explode;52;Rock;https://i.scdn.co/image/ab67616d0000b2739e7089ba2bc735d3264284d0
Dehd;Bad Love;52;Rock;https://i.scdn.co/image/ab67616d0000b27390b6a064bd114a8042d2d684
Dehd;Lucky;52;Rock;https://i.scdn.co/image/ab67616d0000b2735fdc15a3dec88af78ecf8e0e
Dehd;Loner;52;Rock;https://i.scdn.co/image/ab67616d00001e0225ed0b92dc28cac7db22b199
Dehd;Haha;52;Rock;https://i.scdn.co/image/ab67616d00001e0225ed0b92dc28cac7db22b199
Dehd;Flying;52;Rock;https://i.scdn.co/image/ab67616d0000b273699d1e0694f6e11de5b08f7b
The Frights;You Are Going to Hate This;53;Rock;https://i.scdn.co/image/ab67616d0000b273076eb1d3413622e2de8b757b
The Frights;Tongues;53;Rock;https://i.scdn.co/image/ab67616d0000b2733f5db354414f1232e699033b
The Frights;Tungs;53;Rock;https://i.scdn.co/image/ab67616d0000b273076eb1d3413622e2de8b757b
The Frights;Crust Bucket;53;Rock;https://i.scdn.co/image/ab67616d0000b2732990230de3d6f48a86dca7ba
The Frights;Afraid of the Dark;53;Rock;https://i.scdn.co/image/ab67616d0000b273076eb1d3413622e2de8b757b
Joyce Manor;Catalina Fight Song;57;Rock;https://i.scdn.co/image/ab67616d0000b273831b901fe12744c3003ff901
Joyce Manor;Constant Headache;57;Rock;https://i.scdn.co/image/ab67616d0000b2736794ced6d2d55c8268cb7aa2
Joyce Manor;Falling in Love Again;57;Rock;https://i.ytimg.com/vi/nQ7A9cW1-Nc/maxresdefault.jpg
Joyce Manor;NBTSA;57;Rock;https://i.scdn.co/image/ab67616d0000b273e62f95eee9c04384089e05ee
Joyce Manor;Heart Tattoo;57;Rock;https://i.scdn.co/image/ab67616d0000b273831b901fe12744c3003ff901
Nirvana;Smells Like Teen Spirit;84;Rock;https://i.scdn.co/image/ab67616d0000b273e175a19e530c898d167d39bf
Nirvana;Come As You Are;84;Rock;https://i.scdn.co/image/ab67616d0000b273e175a19e530c898d167d39bf
Nirvana;Heart-Shaped Box;84;Rock;https://i.scdn.co/image/ab67616d0000b273aca059cebc1841277db22d1c
Nirvana;Something In The Way;84;Rock;https://i.scdn.co/image/ab67616d0000b273444f118a9126af9e1483dcc0
Nirvana;Lithium;84;Rock;https://i.scdn.co/image/ab67616d0000b27338789fe4d23d740ab9008ccd
Metallica;Enter Sandman (Remastered);85;Rock;https://i.scdn.co/image/ab67616d0000b273060239c46696f79bedd47c9e
Metallica;Master of Puppets (Remastered);85;Rock;https://upload.wikimedia.org/wikipedia/en/b/b2/Metallica_-_Master_of_Puppets_cover.jpg
Metallica;Nothing Else Matters (Remastered);85;Rock;https://i.scdn.co/image/ab67616d00001e02d534cd7750f657bc2e361666
Metallica;For Whom The Bell Tolls (Remastered);85;Rock;https://i.scdn.co/image/ab67616d0000b2739ad3e9959f48d513886b8933
Metallica;One (Remastered);85;Rock;https://i.scdn.co/image/ab67616d0000b273be54746b374358970b5e617a
U2;With Or Without You - Remastered;81;Rock;https://i.scdn.co/image/ab67616d0000b273e2e8f804c2cdd5b3815adbf9
U2;I Still Haven't Found What I'm Looking For;81;Rock;https://static.stereogum.com/uploads/2021/03/U2-I-Still-Havent-Found-What-Im-Looking-For-1614806656.jpg
U2;One;81;Rock;https://i.scdn.co/image/ab67616d0000b27337cd18af5725b9cad0a5ab53
U2;Beautiful Day;81;Rock;https://i.scdn.co/image/ab67616d00001e023ec880102885af0de5cd2f60
U2;Sunday Bloody Sunday - Remastered 2008;81;Rock;https://i.scdn.co/image/ab67616d0000b273673526fcf35ab235e1a9d94c
Green Day;Basket Case;81;Rock;https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d
Green Day;Boulevard of Broken Dreams;81;Rock;https://i.scdn.co/image/ab67616d0000b2737f213369d5265a60af5f7e82
Green Day;American Idiot;81;Rock;https://i.scdn.co/image/ab67616d0000b27308a1b1e0674086d3f1995e1b
Green Day;Good Riddance (Time of Your Life);81;Rock;https://i.scdn.co/image/ab67616d0000b273da4f6706ae0f2501c61ce776
Green Day;Wake Me up When September Ends;81;Rock;https://i.scdn.co/image/ab67616d0000b27308a1b1e0674086d3f1995e1b
The Nude Party;Sold out of Love;53;Rock;https://i.scdn.co/image/ab67616d0000b2737b86f522b68d5e7324f77280
The Nude Party;Chevrolet Van;53;Rock;https://i.scdn.co/image/ab67616d0000b273a6370891414f39e41894af2b
The Nude Party;Wild Coyote;53;Rock;https://i.scdn.co/image/ab67616d0000b2733918f1cd5cc5e97a2c774d0c
The Nude Party;Feels Alright;53;Rock;https://images.genius.com/138d06def41ad755b5fef0e7390b0778.700x700x1.jpg
The Nude Party;Ride On;53;Rock ;https://i.scdn.co/image/ab67616d0000b2735595403be31bb9b7afe8d06b
Marilyn Manson;The Beautiful People;71;Rock ;https://i.scdn.co/image/ab67616d0000b273c61d3a663bd18fe8cd97c947
Marilyn Manson;Sweet Dreams (Are Made Of This);71;Rock ;https://i.scdn.co/image/ab67616d0000b273e79c8fbf147c2875a2542993
Marilyn Manson;Tainted Love;71;Rock ;https://i.scdn.co/image/ab67616d0000b273eabdb4fe7c535b5f40171eb4
Marilyn Manson;This Is The New S**t;71;Rock ;https://i.scdn.co/image/ab67616d0000b273eabdb4fe7c535b5f40171eb4
Marilyn Manson;The Fight Song;71;Rock ;https://i.scdn.co/image/ab67616d0000b27329872f5d003b91dd8b394897
Tzusing;4 Floors of Whores;27;Techno;https://i.scdn.co/image/ab67616d0000b2735e3d77d8e2899c6802a66cb2
Tzusing;日出東方 唯我不敗;27;Techno;https://i.scdn.co/image/ab67616d0000b273bc9c8ddfc5fa934f90c5834e
Tzusing;孝忍狠 (Filial Endure Ruthless);27;Techno;https://i.scdn.co/image/ab67616d0000b2739d59b821aaa6a1d6b9dd3fde
Tzusing;King of Hosts;27;Techno;https://i.scdn.co/image/ab67616d0000b273bc9c8ddfc5fa934f90c5834e
Tzusing;偶像包袱 (Idol Baggage);27;Techno;https://i.scdn.co/image/ab6761610000e5eb931f4072ddf9b42a713baebf
Robert Hood;City Limits - Robert Hood Remix;29;Techno;https://i.scdn.co/image/ab67616d0000b273032fa897a34368bc7b75a85f
Robert Hood;The Greatest Dancer;29;Techno;https://i.scdn.co/image/ab67616d0000b273032fa897a34368bc7b75a85f
Robert Hood;Onslaught - FJAAK Remix;29;Techno;https://i.scdn.co/image/ab67616d0000b273da10e3dcab274bd689638433
Robert Hood;Nothing Stops Detroit;29;Techno;https://i.scdn.co/image/ab67616d0000b2730a9928dc4258db6edc30c3e0
Robert Hood;Dancer;29;Techno;https://i.scdn.co/image/ab67616d0000b273032fa897a34368bc7b75a85f
Jeff Mills;The Bells;25;Techno;https://i.scdn.co/image/ab67616d0000b2736cfa6ee1d1b15dcf2d021855
Jeff Mills;The Bells - Blue Potential Version;25;Techno;https://i.scdn.co/image/ab67616d0000b273ab3ea2146f9b0736b6dc86ee
Jeff Mills;Take No Prisoners - Original Mix;25;Techno;https://i.scdn.co/image/ab67616d0000b27397b16091ca4d25ab9d71be12
Jeff Mills;Metropolis Metropolis;25;Techno;https://i.scdn.co/image/ab67616d00001e0285996619c66910eb182c7993
Jeff Mills;The Masters of Work and Play;25;Techno;https://i.scdn.co/image/3d0bbefa4e176223c1eba239457f9f3193f2b571
Juan Atkins;Lightyears;28;Techno;https://i.scdn.co/image/ab67616d0000b2739691c06da607f94bae0070f6
Juan Atkins;Track Ten;28;Techno;https://i.scdn.co/image/ab67616d0000b2730c9e43519f9faf863542f18a
Juan Atkins;Riod;28;Techno;https://i.scdn.co/image/ab67616d0000b273442c6b1928ad7f9c90e01b47
Juan Atkins;Merkur;28;Techno;https://i.scdn.co/image/ab67616d0000b273d5182d1bd1bb29caad1e4c9f
Juan Atkins;Transport;28;Techno;https://i.scdn.co/image/ab67616d0000b2732d7a3b44bf9103a2e31d1720
Esther Duijn;No Dignity;3;Techno;https://i.scdn.co/image/ab67616d0000b273e74371de25282343c2aa96ce
Esther Duijn;Deity - Original Mix;3;Techno;https://i.scdn.co/image/ab67616d0000b2738d9604224af6a81b5455fb2f
Esther Duijn;Deity - Scalameriya Remix;3;Techno;https://i.scdn.co/image/ab67616d00001e02da98585c8b35c0643f2ca2f3
Esther Duijn;Dawn of the Last Era - Ruffneck Prime Remix;3;Techno;https://i.scdn.co/image/ab67616d0000b273da98585c8b35c0643f2ca2f3
Esther Duijn;Exomorph - Original Mix;3;Techno;https://i.scdn.co/image/ab67616d0000b273f975a40d5832181cf0f38d10
Headless Horseman;Ether - Headless Horseman Remix;17;Techno;https://i.scdn.co/image/ab67616d0000b2734d92983c23b541609d137b8d
Headless Horseman;Legend - Original Mix;17;Techno;https://i.scdn.co/image/ab67616d0000b273fa2bad7707bbd684f659f6d4
Headless Horseman;Widow 's Peak;17;Techno;https://i.scdn.co/image/ab67616d0000b273f5f2579851cd8472efc6bcc1
Headless Horseman;Sanctuary;17;Techno;https://i.scdn.co/image/ab67616d0000b2730646a39b38ff3c82b0dd18fd
Headless Horseman;V ∴ V ∴ V - Headless Horseman Remix;17;Techno;https://i.scdn.co/image/ab67616d0000b273931c287aa1628969593461b4
Blazej Malinowski;Mika - Steve Bicknell Remix;12;Techno;https://i.scdn.co/image/ab67616d0000b273add5c411114a4e46390daff7
Blazej Malinowski;Katharsis - Original;12;Techno;https://i.scdn.co/image/ab67616d0000b2737dbf60867866f6b4cce67234
Blazej Malinowski;Behind - Original;12;Techno;https://i.scdn.co/image/ab67616d0000b2737dbf60867866f6b4cce67234
Blazej Malinowski;Different Path - Original Mix;12;Techno;https://i.scdn.co/image/ab67616d0000b273046d1b34ef7eb2aae2b4307e
Blazej Malinowski;Mika - Original Mix;12;Techno;https://i.scdn.co/image/ab67616d0000b273add5c411114a4e46390daff7
Gemini Voice Archive;Safehouse - Gemini Voice Archive Remix;1;Techno;https://i.scdn.co/image/ab67616d0000b2736c8d7d2664ceaba0b5ff7092
Gemini Voice Archive;Absoluto Disparate;1;Techno;https://i.scdn.co/image/ab67616d0000b273584d605b46401d21f1c89732
Gemini Voice Archive;Forms;1;Techno;https://i.scdn.co/image/ab67616d0000b2734568467c49605b30f980a250
Gemini Voice Archive;Framauro's Plains - Slam Remix;1;Techno;https://i.scdn.co/image/ab67616d0000b273510caffe5d775425e0a8db0e
Gemini Voice Archive;Desolate;1;Techno;https://i.scdn.co/image/ab67616d00001e0203b2ccb59e61133c6f346998
Janice Vidal;大哥;30;Techno;https://i.scdn.co/image/ab67616d0000b2739359437368005b6069fda239
Janice Vidal;心亂如麻;30;Techno;https://i.scdn.co/image/ab67616d0000b273f53d7b7b8dd6f7080131769f
Janice Vidal;離家出走;30;Techno;https://i.scdn.co/image/ab67616d00001e02cbc20868d6ef0f21abc54cb3
Janice Vidal;殘酷遊戲;30;Techno;https://i.scdn.co/image/ab67616d0000b2738326d55fe3b77af6076e44de
Janice Vidal;就算世界無童話;30;Techno;https://i.scdn.co/image/ab67616d0000b27305ac0a5d3d56c31b715bc335
Innerspace Halflife;Wind;1;Techno;https://i.scdn.co/image/ab67616d0000b273e7d36f702e072fd41b6a86e4
Innerspace Halflife;Phazzled;1;Techno;https://i.scdn.co/image/ab67616d0000b2735ce452e9345e9dbe28e4e726
Innerspace Halflife;Escape System;1;Techno;https://i.scdn.co/image/ab67616d0000b2738da22c6b017ed85adf5b2539
