Artist;Top Track;Popularity;Genre;Image-URL-L
Harry Styles;Late Night Talking;91;Pop;https://i.scdn.co/image/ab67616d0000b2736be86288196cbb64ade5e260
Harry Styles;Watermelon Sugar;91;Pop;https://i.scdn.co/image/ab67616d0000b2737cf2b9825bb43083d123ac22
Harry Styles;Adore You;91;Pop;https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
Harry Styles;Sign of the Times;91;Pop;https://i.scdn.co/image/ab67616d0000b2736c619c39c853f8b1d67b7859
Dua Lipa;Cold Heart - PNAU Remix;89;Pop;https://i.scdn.co/image/ab67616d0000b2739f5cce8304c42d3a5463fd23
Dua Lipa;One Kiss (with Dua Lipa);89;Pop;https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108
Dua Lipa;Don't Start Now;89;Pop;https://i.scdn.co/image/ab67616d0000b2738583df1a14bea9175f9ac520
Dua Lipa;Levitating (feat. DaBaby);89;Pop;https://i.scdn.co/image/ab67616d0000b27349caa4fc6f962057ba65576a
Dua Lipa;Levitating;89;Pop;https://i.scdn.co/image/ab67616d0000b273bd26ede1ae69327010d49946
ATM Curly;Ride With Me;30;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273c2f3e86f0960328771d3b83c
ATM Curly;Pisces;30;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273019f7579aab85b9a41ffdcd3
ATM Curly;Chanel;30;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273e9593ad429895dc1a743ac86
ATM Curly;Gangsta Party;30;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273f604e62c55bfc5fc7d125c97
ATM Curly;Juicy;30;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273445df4f0ebb695ef7c9f6490
Brandon Fish;Playground;6;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27316828cc439bf083563254ea4
Brandon Fish;The Boss;6;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273d4de3355ddaa7b35e97eb6b9
Brandon Fish;Too Close;6;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273da04587162a95b98ca112b0b
Brandon Fish;The Motions;6;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27319e13d86d15b6d8f2262c16d
Brandon Fish;Just Do It;6;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2734e4cdfc3a076b96b345dc7da
Teknical Development.is;Strictly 4 All;27;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273dc97e8e7c26b6333c8d374a0
Teknical Development.is;Weed Flower Pot Heads;27;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2738be35d56d9fded2ea15c616a
Teknical Development.is;Move with Us;27;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b27368eb79c7bdb9e3ea8fe9cf50
Teknical Development.is;Ninjaz in the Mist;27;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273089c2fbd399cf37ea358882b
Teknical Development.is;Too Many Pictures;27;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d00001e02cc81988b13187a0266c92fee
Aaron Rose;Break It Down (feat. Domo Genesis);30;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273d1acccd8acb111f0d68bfb99
Aaron Rose;FTW (feat. Joey Bada$$ & Chuck Strangers);30;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273bc2d166cd32ba0825cf03a6b
Aaron Rose;All About You;30;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273fe9c7540bf3fa931d9715a4d
Aaron Rose;The Art of Sole;30;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d00001e02b407202e9c634e5c7ace346f
Aaron Rose;Aaron Rose “On The Radar” Freestyle;30;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2738ea6c9111db8ac8b2baff124
Blake Shelton;God's Country;73;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2730d7cfe15d2f94083ccb6ae81
Blake Shelton;No Body;73;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273c35022e4d48630fac86b7f54
Blake Shelton;Out In The Middle;73;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d00001e028f7a6e6332d1f1ef3862a530
Blake Shelton;Ol' Red;73;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2731716c34342160479d07aef9c
Blake Shelton;Boys 'Round Here (feat. Pistol Annies & Friends);73;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273de2b6ae73697b2da4d3e9c27
Academic Dishonesty;Winds of Change;16;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b2738aa66a6a51293472615097f0
Academic Dishonesty;Victory;16;Hip Hop/ Rap;https://i.scdn.co/image/ab67616d0000b273495b1a6f27556e084eeb1bed
